Investment,Location,CompetitionLevel,TargetCustomers,MonthlyRent,MarketingBudget,BusinessOutcome
842217,Chandigarh,10,369,17637,40984,Loss
659686,Bangalore,3,370,29241,28451,Medium
758162,Bangalore,8,297,17771,28155,Loss
524082,Kolkata,10,217,47770,32553,Loss
178416,Bangalore,9,295,19049,6635,Loss
829277,Visakhapatnam,7,390,30182,44568,Loss
149424,Bangalore,5,916,47226,17661,Loss
547628,Hyderabad,3,79,12646,9279,Loss
155666,Indore,9,697,28186,47065,Loss
826601,Bangalore,9,914,44890,28390,Loss
711325,Bangalore,5,692,23389,18607,Medium
998083,Chandigarh,4,913,12330,46412,Profitable
653740,Ahmedabad,10,990,49046,45032,Loss
633085,Chennai,3,445,48376,4423,Loss
438481,Jaipur,3,572,19110,20002,Medium
524694,Bangalore,1,779,43890,21497,Profitable
678767,Bhopal,5,321,49406,46658,Loss
905964,Chandigarh,8,61,17831,14365,Loss
790471,Chennai,9,241,9402,9215,Loss
394912,Bangalore,7,722,33342,16052,Loss
748691,Chennai,9,64,36628,40973,Loss
225496,Visakhapatnam,10,783,32960,10968,Loss
373616,Coimbatore,7,603,39600,16811,Loss
786674,Chandigarh,10,513,20342,28272,Loss
811668,Pune,7,619,10797,18326,Medium
766454,Pune,3,424,36967,26691,Medium
326701,Bangalore,4,731,47123,27305,Loss
839754,Delhi,9,857,24377,35524,Medium
307164,Coimbatore,8,325,18975,17310,Loss
405778,Pune,5,995,17049,4301,Medium
858526,Bhopal,4,389,45758,30870,Medium
936183,Bhopal,5,800,8862,9691,Profitable
636283,Jaipur,5,67,29143,48950,Loss
233070,Pune,10,771,12889,36309,Loss
225452,Chandigarh,7,260,37467,46604,Loss
788837,Chennai,10,117,42846,12530,Loss
957492,Coimbatore,8,82,49954,29756,Loss
428688,Kolkata,2,517,19777,34355,Medium
337195,Bangalore,10,546,47162,42728,Loss
240714,Coimbatore,5,187,40105,3112,Loss
113637,Chennai,7,949,44330,11449,Loss
490317,Bhopal,6,438,35334,31310,Loss
203576,Visakhapatnam,1,606,23967,38127,Profitable
406186,Coimbatore,9,696,38075,27032,Loss
897331,Mumbai,6,890,33374,28470,Profitable
609397,Indore,10,465,35759,40191,Loss
979195,Bangalore,1,287,30526,4012,Profitable
831271,Mumbai,2,997,19677,26214,Profitable
756331,Chennai,2,186,29932,7916,Medium
422661,Bangalore,1,730,33515,13643,Profitable
604116,Bhopal,3,391,39453,11679,Loss
175806,Ahmedabad,6,426,43826,9009,Loss
558487,Lucknow,3,125,29866,4299,Loss
234055,Pune,6,80,16623,48578,Loss
748891,Bhopal,6,348,45629,39630,Loss
331053,Visakhapatnam,10,808,17258,7378,Loss
564061,Chandigarh,3,803,26575,4795,Medium
666062,Indore,7,952,48826,10015,Loss
446374,Lucknow,7,448,31766,14439,Loss
300884,Bangalore,8,635,11643,5512,Loss
515464,Visakhapatnam,2,119,26720,30117,Medium
788404,Bhopal,10,246,33821,3475,Loss
366021,Pune,6,949,29449,49433,Medium
465459,Delhi,6,671,18260,3393,Loss
532555,Mumbai,2,658,25574,27622,Profitable
280346,Chandigarh,7,410,35689,12421,Loss
491774,Delhi,1,520,49590,29648,Profitable
906720,Chennai,6,52,14929,46366,Loss
647473,Visakhapatnam,6,981,49796,23531,Medium
163501,Ahmedabad,2,84,12382,22623,Loss
177901,Bhopal,9,399,29720,42721,Loss
534681,Bhopal,4,275,6577,19766,Loss
839343,Chandigarh,7,563,10329,36549,Medium
354440,Pune,5,953,34722,29084,Medium
646301,Jaipur,10,740,17865,26619,Loss
865311,Lucknow,2,301,24888,16671,Profitable
194096,Pune,4,142,6761,32113,Loss
503885,Chennai,3,832,43798,25143,Profitable
248204,Kolkata,1,519,46200,28840,Medium
408724,Bangalore,10,600,29208,23158,Loss
638149,Chennai,4,279,37944,19083,Loss
794588,Bhopal,10,907,49689,2577,Loss
571760,Chennai,3,340,28157,35964,Medium
746532,Bhopal,6,674,35510,16354,Medium
704706,Ahmedabad,7,473,43072,35363,Loss
470732,Delhi,1,432,47684,4460,Medium
553714,Pune,6,174,31711,21414,Loss
768742,Lucknow,10,157,19855,24151,Loss
309152,Pune,5,112,17953,48338,Loss
156027,Ahmedabad,7,516,26854,18258,Loss
934684,Delhi,10,879,46606,8396,Loss
590540,Chennai,9,879,25776,10867,Loss
602208,Chandigarh,9,287,38319,39142,Loss
496412,Hyderabad,9,175,7620,28262,Loss
641588,Hyderabad,8,412,8301,5637,Loss
746655,Pune,10,891,22292,27595,Loss
857005,Indore,1,350,22170,18554,Profitable
133553,Indore,2,416,30989,45566,Medium
667401,Visakhapatnam,7,497,39777,20168,Loss
148697,Bhopal,1,205,8944,17832,Loss
571963,Chennai,10,178,25304,49265,Loss
600454,Delhi,5,479,16226,45568,Medium
399403,Lucknow,9,151,5083,9660,Loss
756323,Kolkata,6,574,42967,5952,Loss
200490,Chandigarh,1,734,47021,21269,Medium
544874,Chandigarh,4,881,27845,41634,Profitable
260159,Lucknow,6,616,30952,15954,Loss
512203,Coimbatore,8,99,11488,45436,Loss
153224,Kolkata,7,896,16406,48097,Loss
887826,Bangalore,9,775,23256,37519,Medium
432585,Chandigarh,8,418,35917,16569,Loss
774212,Chandigarh,4,365,34437,45562,Medium
500627,Chandigarh,8,972,31285,22257,Loss
136419,Ahmedabad,8,320,6256,35120,Loss
208647,Delhi,9,414,49696,18998,Loss
737761,Hyderabad,8,89,46688,22853,Loss
650070,Chennai,2,193,6215,39247,Profitable
261224,Ahmedabad,1,920,41134,21135,Profitable
536070,Mumbai,7,562,36443,27678,Loss
168128,Chandigarh,7,891,29478,49056,Loss
214508,Lucknow,3,171,32604,39024,Loss
632687,Bhopal,7,541,43142,31691,Loss
778470,Bangalore,1,893,38721,27017,Profitable
266683,Lucknow,1,119,17742,31964,Loss
254577,Hyderabad,9,521,6869,20075,Loss
657728,Coimbatore,1,643,17832,12246,Profitable
425693,Indore,3,872,30231,12221,Medium
751170,Bhopal,10,457,8873,41300,Loss
206239,Bangalore,10,796,23118,2733,Loss
517619,Ahmedabad,8,325,29763,9047,Loss
614056,Pune,10,144,45939,3786,Loss
865810,Ahmedabad,4,209,27926,17594,Medium
464323,Hyderabad,6,795,33681,27457,Loss
230014,Bangalore,4,242,28785,3554,Loss
863971,Chennai,9,294,6717,36777,Loss
164066,Coimbatore,7,320,40621,6447,Loss
409629,Lucknow,3,836,43136,20598,Medium
498740,Kolkata,10,256,9830,35977,Loss
636350,Bangalore,8,257,13264,9220,Loss
176288,Chandigarh,7,73,37085,16382,Loss
365790,Delhi,4,207,9312,19258,Loss
317243,Ahmedabad,5,629,29330,15179,Loss
191573,Pune,2,991,17252,37242,Profitable
828493,Kolkata,6,354,29617,34498,Loss
662918,Indore,4,263,42649,41783,Medium
722009,Visakhapatnam,6,543,32702,44840,Medium
637479,Bangalore,10,92,28693,3630,Loss
671546,Chennai,8,195,20017,47723,Loss
358348,Jaipur,7,832,21686,34776,Loss
143164,Bangalore,6,73,33758,35526,Loss
754100,Chennai,3,584,13159,46603,Profitable
753089,Hyderabad,7,541,44695,29146,Loss
231972,Chennai,7,991,46113,30663,Loss
372119,Pune,10,676,41920,37322,Loss
419127,Ahmedabad,10,355,13146,13128,Loss
476095,Ahmedabad,8,748,9350,31351,Loss
959836,Pune,5,488,48270,8278,Medium
573383,Delhi,6,331,13661,41270,Loss
665104,Visakhapatnam,6,744,20892,24992,Medium
149626,Bangalore,4,83,42048,33120,Loss
742457,Mumbai,6,201,14975,29870,Loss
552003,Indore,2,933,19186,34079,Profitable
179481,Chandigarh,6,340,12868,46137,Loss
129153,Visakhapatnam,10,908,14636,35386,Loss
627205,Kolkata,7,377,16191,32913,Loss
535755,Mumbai,3,864,18214,36371,Profitable
924816,Jaipur,6,505,12974,36173,Medium
659470,Bhopal,3,915,32282,16465,Profitable
486670,Chandigarh,8,796,46331,21346,Loss
466900,Jaipur,3,546,37890,40784,Medium
139151,Ahmedabad,2,186,10877,33132,Loss
284811,Jaipur,5,806,46097,27223,Loss
727472,Visakhapatnam,6,667,49540,40269,Medium
677382,Chandigarh,9,227,27966,35891,Loss
676393,Delhi,10,672,19740,43748,Loss
122672,Bangalore,2,601,45951,19188,Loss
254695,Bhopal,10,496,30768,25125,Loss
252061,Lucknow,2,168,31167,9528,Loss
848470,Chennai,3,676,8642,15398,Profitable
499407,Chennai,8,140,11771,6719,Loss
245435,Pune,5,528,33868,38963,Loss
714649,Chennai,3,55,16941,39785,Medium
679308,Bangalore,9,152,16436,35358,Loss
152006,Delhi,5,242,7529,15922,Loss
628442,Mumbai,10,285,6481,48651,Loss
252064,Delhi,5,644,33259,44434,Loss
427940,Pune,10,913,42901,3025,Loss
656119,Kolkata,9,936,47687,29353,Loss
685580,Bhopal,7,125,8587,37193,Loss
546883,Ahmedabad,9,60,16417,28163,Loss
680324,Visakhapatnam,3,989,7806,32565,Profitable
437404,Chandigarh,2,736,47046,21599,Medium
365151,Bhopal,8,595,39240,16770,Loss
952751,Delhi,7,96,31340,24885,Loss
352585,Pune,7,962,15779,33820,Medium
694417,Indore,5,643,7942,29025,Medium
906600,Chandigarh,10,160,35317,3599,Loss
669387,Pune,10,665,7886,15762,Loss
659164,Hyderabad,5,529,17272,49766,Medium
946333,Chennai,7,389,34732,13419,Loss
446221,Lucknow,10,104,45010,28521,Loss
610500,Bhopal,10,245,42895,36312,Loss
464092,Visakhapatnam,1,535,33228,3249,Medium
432872,Coimbatore,1,631,45202,35367,Profitable
193891,Hyderabad,4,820,18243,42864,Medium
841653,Indore,7,857,41107,46635,Profitable
852711,Kolkata,6,708,47937,39123,Medium
228146,Jaipur,9,164,26493,9279,Loss
567834,Chennai,6,762,15801,28293,Medium
763929,Pune,10,360,24971,20542,Loss
540794,Indore,1,573,14788,49073,Profitable
985046,Ahmedabad,2,181,19979,33256,Profitable
394052,Jaipur,1,890,37396,48615,Profitable
872629,Delhi,10,539,11649,26858,Loss
595988,Bangalore,9,813,45501,14613,Loss
509427,Lucknow,4,828,45104,35796,Medium
981379,Bhopal,6,435,44408,23002,Medium
886200,Delhi,3,521,45310,29900,Profitable
570990,Chandigarh,2,802,29968,4490,Profitable
419845,Visakhapatnam,1,715,39120,22029,Profitable
272504,Ahmedabad,1,874,21654,43836,Profitable
177908,Chandigarh,3,989,14631,14145,Medium
669285,Bangalore,7,473,19944,39414,Loss
732173,Visakhapatnam,5,481,11598,23627,Medium
383845,Chandigarh,4,362,30319,5752,Loss
230128,Indore,2,310,33789,4193,Loss
856661,Delhi,7,193,40907,12286,Loss
961703,Chennai,8,287,16040,4892,Loss
452845,Indore,9,471,44283,11386,Loss
315862,Mumbai,4,883,21260,20463,Medium
901795,Jaipur,6,916,30259,45845,Profitable
716961,Coimbatore,10,414,10663,9484,Loss
237796,Hyderabad,9,589,44051,2498,Loss
528031,Delhi,8,749,16063,9268,Loss
180494,Lucknow,2,54,45989,4101,Loss
944075,Mumbai,1,331,36617,44142,Profitable
895486,Indore,6,70,12686,7289,Loss
669523,Visakhapatnam,9,668,14269,25026,Loss
835159,Bangalore,8,777,9223,37813,Medium
930048,Chandigarh,5,113,11014,43268,Medium
274447,Delhi,4,139,8636,33334,Loss
831432,Kolkata,1,154,30178,9303,Medium
304275,Kolkata,5,160,11798,39955,Loss
818337,Jaipur,9,509,30709,49688,Loss
100264,Pune,1,769,13207,3087,Medium
872031,Jaipur,8,417,11355,22572,Loss
715650,Kolkata,5,418,46424,19420,Loss
484827,Visakhapatnam,5,874,19435,37752,Medium
501698,Visakhapatnam,10,413,44641,16578,Loss
755965,Chandigarh,7,660,22645,45858,Medium
509334,Coimbatore,6,605,48750,20809,Loss
196207,Pune,2,582,12950,13922,Medium
385275,Bangalore,9,287,36403,45946,Loss
717183,Delhi,4,129,21167,35210,Loss
340712,Ahmedabad,8,952,18342,5923,Loss
410786,Visakhapatnam,7,452,20066,26979,Loss
392530,Kolkata,5,786,41896,13395,Loss
961445,Ahmedabad,1,422,5321,33385,Profitable
403303,Pune,8,363,16611,3389,Loss
754651,Pune,7,952,8129,12042,Medium
619545,Chandigarh,9,945,23814,20480,Loss
623826,Mumbai,9,652,19361,23540,Loss
571091,Lucknow,9,382,7996,27154,Loss
252951,Coimbatore,4,696,29695,7209,Loss
990785,Delhi,4,199,10743,25329,Medium
549172,Indore,7,425,45979,49310,Loss
326257,Visakhapatnam,3,298,46755,11927,Loss
428662,Chennai,9,698,33440,17434,Loss
151872,Coimbatore,5,309,8489,3029,Loss
716349,Coimbatore,8,735,13186,11562,Loss
791359,Chennai,8,808,32376,26676,Medium
119989,Delhi,5,867,31027,37253,Loss
831351,Pune,3,837,33723,14951,Profitable
687102,Bangalore,2,425,42875,27359,Medium
787139,Bhopal,1,175,26070,41124,Profitable
271173,Bangalore,2,456,47386,46009,Medium
587933,Indore,7,518,46671,10697,Loss
199926,Hyderabad,4,418,24489,12186,Loss
317846,Delhi,10,427,28147,44543,Loss
646207,Ahmedabad,5,971,5762,48047,Profitable
219404,Hyderabad,5,852,37398,3970,Loss
259652,Chandigarh,5,539,6291,33746,Loss
840489,Indore,2,546,6521,35923,Profitable
699943,Ahmedabad,4,398,49563,24341,Loss
408452,Ahmedabad,4,840,13603,7850,Medium
980768,Indore,9,207,41052,19027,Loss
308266,Delhi,6,555,31688,24862,Loss
209160,Bhopal,3,766,40154,6873,Loss
521844,Chennai,8,83,13355,4999,Loss
602981,Bangalore,4,971,46993,34007,Profitable
852311,Mumbai,7,946,35375,40340,Profitable
180448,Chennai,2,616,8367,35629,Medium
881873,Jaipur,2,358,31752,40323,Profitable
462355,Bhopal,4,846,47673,24516,Medium
842329,Pune,9,892,32914,35488,Medium
350567,Visakhapatnam,7,617,35041,29403,Loss
791551,Visakhapatnam,1,724,29499,41104,Profitable
670659,Chandigarh,5,461,48395,14624,Loss
990054,Delhi,6,373,21782,20660,Medium
534482,Delhi,8,367,36088,43021,Loss
819774,Visakhapatnam,6,70,22638,43771,Loss
657867,Coimbatore,10,816,29891,11364,Loss
875346,Mumbai,10,167,19342,3780,Loss
549923,Lucknow,7,570,7816,29525,Loss
603266,Coimbatore,1,63,44192,21387,Medium
335533,Bangalore,2,755,28480,10889,Medium
898242,Visakhapatnam,3,284,41139,49516,Profitable
221863,Visakhapatnam,1,723,5950,48543,Profitable
256313,Hyderabad,5,342,19057,44840,Loss
551213,Indore,1,572,13927,10561,Profitable
233679,Chennai,7,222,44469,28175,Loss
340907,Ahmedabad,3,614,38264,49283,Medium
645271,Kolkata,5,85,49476,36755,Loss
195682,Hyderabad,3,403,9107,31582,Loss
132118,Chandigarh,7,108,18848,16207,Loss
488433,Coimbatore,5,887,37878,3861,Loss
430581,Pune,9,815,36541,20235,Loss
487971,Delhi,7,408,24752,33217,Loss
442611,Chennai,2,528,18548,41046,Profitable
746526,Bhopal,3,231,32272,32646,Medium
971557,Delhi,4,240,11021,41265,Profitable
481961,Bhopal,1,552,40756,21052,Medium
579283,Chandigarh,3,940,20941,4855,Profitable
931772,Chandigarh,10,910,8841,7051,Loss
535461,Bangalore,1,351,25831,42957,Profitable
843779,Chandigarh,3,916,44086,35063,Profitable
399918,Kolkata,4,792,8127,2905,Medium
831665,Chennai,4,971,11106,42369,Profitable
564314,Kolkata,6,588,38479,14159,Loss
343592,Visakhapatnam,1,782,13519,42904,Profitable
378645,Visakhapatnam,3,701,9293,13637,Medium
173429,Delhi,7,342,24946,28534,Loss
536028,Chennai,9,902,45897,8211,Loss
358323,Bhopal,9,330,29316,41461,Loss
792383,Chennai,7,402,44333,2998,Loss
717055,Jaipur,7,534,44009,11090,Loss
348804,Mumbai,6,590,5891,7207,Loss
466794,Visakhapatnam,7,822,11855,18865,Loss
821369,Chandigarh,8,82,49039,37543,Loss
786928,Bhopal,1,854,14457,37616,Profitable
266282,Chandigarh,9,737,14526,6857,Loss
813513,Indore,6,161,46423,33355,Loss
546346,Pune,7,146,41938,39334,Loss
606956,Mumbai,1,758,48702,16378,Profitable
949178,Lucknow,8,542,34032,4947,Loss
638318,Ahmedabad,5,975,20833,25689,Profitable
237701,Delhi,4,581,15340,32219,Loss
539038,Jaipur,5,326,7747,30270,Loss
771733,Chandigarh,2,196,6212,9145,Medium
266934,Pune,2,207,32754,3276,Loss
639767,Bhopal,3,474,19999,40264,Profitable
541638,Hyderabad,7,987,38948,5696,Loss
762878,Kolkata,4,145,49238,39807,Loss
410712,Coimbatore,2,708,12210,3858,Medium
721368,Jaipur,8,387,25268,45371,Loss
821937,Hyderabad,6,317,16784,23531,Loss
581882,Bhopal,4,312,44897,41528,Loss
885740,Ahmedabad,2,738,40113,7999,Profitable
744250,Indore,1,147,42451,39179,Profitable
819068,Pune,9,914,45979,49233,Medium
454454,Bhopal,5,200,41533,8075,Loss
345619,Pune,9,565,40489,49809,Loss
572684,Jaipur,2,356,37693,32038,Medium
574109,Jaipur,3,427,26862,44161,Medium
804019,Pune,2,906,6932,39531,Profitable
762679,Pune,7,198,22452,40148,Loss
887688,Chandigarh,5,654,8734,31945,Profitable
849326,Visakhapatnam,7,373,28163,21173,Loss
162598,Chandigarh,3,454,29980,11349,Loss
576104,Bangalore,4,245,7131,17568,Loss
641592,Bhopal,4,667,12992,39061,Profitable
102195,Bangalore,1,67,13092,16647,Loss
493583,Indore,1,343,22314,16521,Medium
341647,Delhi,9,958,49617,34443,Loss
688895,Kolkata,1,985,19682,4868,Profitable
469898,Bangalore,7,798,6365,35629,Medium
588529,Chennai,8,767,27604,45981,Loss
819099,Pune,7,91,43618,32374,Loss
807589,Kolkata,10,444,27814,45752,Loss
674716,Pune,5,751,40960,46031,Profitable
715479,Coimbatore,8,293,8124,40664,Loss
630639,Bangalore,1,326,34269,40905,Profitable
146079,Kolkata,10,721,10034,3341,Loss
412371,Ahmedabad,10,653,29431,34578,Loss
602424,Ahmedabad,9,124,8749,47135,Loss
844350,Chennai,6,777,38494,23171,Medium
502651,Delhi,4,289,35168,19419,Loss
917303,Coimbatore,10,833,34760,34177,Loss
125202,Chennai,4,630,8930,8991,Loss
646978,Chandigarh,4,491,18890,39065,Medium
507678,Jaipur,4,809,37130,20582,Medium
205803,Mumbai,3,896,24832,43829,Profitable
133267,Mumbai,7,756,29314,35828,Loss
687048,Delhi,3,753,29277,14277,Profitable
198384,Visakhapatnam,7,880,47883,46434,Loss
744244,Mumbai,10,763,19786,23277,Loss
930160,Mumbai,8,863,35589,38054,Medium
799373,Jaipur,8,518,14550,21939,Loss
958712,Ahmedabad,9,936,41017,5208,Loss
819816,Coimbatore,5,835,42182,40812,Profitable
154132,Bhopal,6,138,18778,44355,Loss
603426,Indore,3,314,8001,22316,Medium
437287,Jaipur,7,687,43483,44459,Loss
989224,Chandigarh,2,567,43385,13853,Profitable
989945,Hyderabad,6,557,16135,9237,Medium
736934,Mumbai,2,510,11031,9149,Profitable
530591,Hyderabad,5,745,21828,46532,Medium
653704,Hyderabad,5,546,16915,8423,Loss
107236,Pune,10,886,43092,24948,Loss
777308,Indore,8,653,37953,38378,Loss
567504,Chandigarh,1,251,25700,37329,Profitable
435705,Bangalore,9,136,35953,18575,Loss
797084,Chennai,7,419,16613,18782,Loss
258321,Mumbai,3,100,19302,30689,Loss
910487,Hyderabad,10,254,18448,48368,Loss
118204,Hyderabad,1,457,39728,19846,Loss
384120,Bangalore,3,434,20299,40874,Medium
122259,Chandigarh,10,163,44351,20699,Loss
160456,Visakhapatnam,5,198,14003,34375,Loss
553046,Coimbatore,1,810,29313,26331,Profitable
757698,Visakhapatnam,3,339,43899,33745,Medium
261854,Coimbatore,6,655,35900,2904,Loss
230417,Chandigarh,9,711,36487,23683,Loss
289448,Coimbatore,8,429,22102,18117,Loss
433585,Mumbai,3,602,22123,6459,Medium
252722,Bhopal,10,547,30416,2306,Loss
574265,Pune,5,846,36799,49305,Profitable
434829,Indore,2,525,6507,10657,Medium
260357,Visakhapatnam,8,994,13299,45564,Loss
561789,Pune,4,639,20021,46171,Profitable
243071,Kolkata,9,711,33462,15741,Loss
696254,Kolkata,2,694,18031,46236,Profitable
637236,Indore,2,627,11609,36267,Profitable
877298,Hyderabad,1,120,28377,39821,Profitable
393040,Pune,2,623,36091,17795,Medium
340238,Chandigarh,3,337,48915,30230,Loss
698560,Ahmedabad,6,942,30450,19982,Medium
977581,Indore,8,228,23587,16052,Loss
821305,Lucknow,2,262,24533,21126,Medium
872326,Kolkata,7,616,5239,32722,Medium
469799,Pune,5,636,18083,39153,Medium
472447,Coimbatore,6,52,45528,9838,Loss
420168,Bangalore,10,78,46357,37604,Loss
846337,Visakhapatnam,4,968,41406,24845,Profitable
487334,Jaipur,4,634,40136,11386,Loss
232373,Indore,8,961,12749,29701,Loss
619009,Chandigarh,8,443,12568,48651,Loss
954953,Pune,10,782,44628,28889,Loss
362555,Kolkata,9,145,14346,37183,Loss
797721,Bhopal,1,618,23769,46418,Profitable
892587,Lucknow,2,897,39254,10259,Profitable
462938,Lucknow,6,221,36166,7622,Loss
258774,Mumbai,8,178,20008,46758,Loss
178502,Bangalore,3,892,31108,15901,Medium
453032,Coimbatore,5,373,22155,40788,Loss
644367,Lucknow,8,192,7484,21609,Loss
254654,Pune,5,768,7967,37506,Medium
443285,Chennai,4,255,10437,42931,Loss
228555,Indore,7,351,27853,5025,Loss
453057,Hyderabad,8,958,28573,14076,Loss
374683,Coimbatore,3,940,12282,41348,Profitable
824254,Pune,4,569,29980,20874,Medium
590438,Kolkata,10,852,45773,48106,Loss
105313,Mumbai,9,878,48076,17389,Loss
149910,Kolkata,8,898,27831,49903,Loss
779109,Mumbai,4,640,39387,44592,Profitable
654598,Delhi,9,571,31230,44902,Loss
114557,Delhi,1,680,36581,26723,Medium
683378,Indore,9,303,38734,11361,Loss
785695,Coimbatore,8,958,41674,6656,Loss
723954,Bhopal,1,486,26172,17391,Profitable
286963,Bangalore,2,212,42988,31279,Loss
103288,Pune,4,620,35609,37793,Loss
624354,Indore,1,885,47521,10545,Profitable
968273,Hyderabad,10,631,20216,13301,Loss
486235,Pune,9,573,7631,13458,Loss
677089,Delhi,7,138,42996,27415,Loss
924105,Visakhapatnam,8,553,42890,5723,Loss
306565,Delhi,7,317,25420,9794,Loss
633314,Pune,8,418,48732,46179,Loss
859754,Bhopal,10,416,11367,2217,Loss
516321,Indore,1,528,12375,28600,Profitable
781696,Chennai,9,857,6899,30172,Medium
165683,Coimbatore,7,275,14494,39840,Loss
238685,Delhi,10,593,21009,2303,Loss
553661,Kolkata,3,327,28441,24366,Medium
230831,Mumbai,1,236,29410,28857,Loss
780484,Delhi,5,491,9172,25647,Medium
331082,Chennai,1,633,47508,3628,Medium
308241,Chandigarh,2,941,21676,41870,Profitable
602164,Delhi,10,230,9486,13359,Loss
511931,Chennai,1,995,39630,38308,Profitable
558926,Jaipur,4,738,19431,23543,Medium
506166,Bangalore,1,241,46444,28795,Medium
421598,Delhi,8,637,35080,48646,Loss
449781,Kolkata,3,66,45599,32677,Loss
658157,Ahmedabad,8,650,32930,27923,Loss
823714,Coimbatore,3,553,23255,8183,Medium
179439,Pune,6,369,49219,41199,Loss
754319,Kolkata,3,899,14709,34342,Profitable
870921,Indore,8,131,34981,19346,Loss
250155,Mumbai,8,255,49867,40641,Loss
386829,Bhopal,6,602,43382,46482,Loss
344493,Delhi,1,911,45218,20746,Profitable
858353,Pune,4,819,45664,30841,Profitable
409145,Visakhapatnam,1,478,42103,14671,Medium
815374,Indore,4,618,27164,37676,Profitable
632785,Coimbatore,9,674,42709,31509,Loss
986009,Jaipur,10,681,34796,40949,Loss
945185,Delhi,1,436,30676,20252,Profitable
218498,Lucknow,4,385,45487,30378,Loss
957436,Chandigarh,3,385,10882,34309,Profitable
313319,Ahmedabad,1,123,31584,9889,Loss
653000,Lucknow,8,141,40750,3801,Loss
382623,Chennai,1,228,12039,35505,Medium
807150,Bhopal,7,352,45051,43036,Loss
678539,Kolkata,7,254,28093,48997,Loss
128828,Chandigarh,5,467,31885,31373,Loss
924293,Lucknow,8,662,23721,30393,Medium
654934,Chandigarh,10,914,7367,47869,Medium
105956,Coimbatore,8,167,8001,9234,Loss
661497,Kolkata,4,640,28958,36324,Profitable
363637,Bangalore,8,870,31256,3759,Loss
457444,Chandigarh,10,160,7699,37213,Loss
877809,Pune,10,232,36858,14888,Loss
956148,Kolkata,1,326,6438,41795,Profitable
599283,Kolkata,1,532,30251,22546,Profitable
887589,Lucknow,1,823,16893,25068,Profitable
112570,Bangalore,7,831,12900,23120,Loss
